pair_id,review_order,word,pos,material_labels,source_sense_id_a,definition_a,labels_a,examples_a,source_sense_id_b,definition_b,labels_b,examples_b,decision,review_notes
line:noun:99cc3599809d:600d67fedc8fafb6,126,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:2768d7d7b69766d20723961c:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One sixteenth of an inch.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:9c06c6c5b1ba882843d4aa70:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude",,"{""ref"": ""1847, Sir Erasmus Wilson, On Diseases of the Skin. Second edition:"", ""text"": ""Withof estimates that the hair of the beard grows one line (French) in the course of a week, let us call it one line and a half (Engish); this would amount to six inches and a half yearly..."", ""type"": ""quotation""}",MERGE,Same learner meaning: historical unit 'line'; the specific magnitude is one contextual value.
line:noun:99cc3599809d:61f7e3d28a1c6ab9,127,line,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:lie-exaggeration-spin', 'en:Q2312067']:79559db5d3d695b75462a7e6:1:sense","A small amount of text. Specifically: | A lie, exaggeration, or spin, especially one said to gain another's approval or prevent losing it. | Ellipsis of pick-up line.",abbreviation;alt-of;ellipsis,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:lie-exaggeration-spin']:329bcc33289598ef6f0bfc3d:1:sense,"A small amount of text. Specifically: | A lie, exaggeration, or spin, especially one said to gain another's approval or prevent losing it.",,"{""bold_text_offsets"": [[16, 20]], ""text"": ""Don't feed me a line!"", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:6ef3897cb03242cf,128,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:032653f8f1107678fc4633d1:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | An edge of a graph.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:0edf63ac51c38a8f8fc1894c:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight.",,"{""bold_text_offsets"": [[32, 36]], ""text"": ""The arrow descended in a curved line."", ""type"": ""example""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:6fb4e8958809750d,129,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:1a6345302d80afac63fab119:1:sense,The position in which the fencers hold their swords.,,"{""bold_text_offsets"": [[26, 30], [183, 187], [240, 244], [316, 320]], ""ref"": ""1861, George Chapman, Foil Practice, with a Review of the Art of Fencing, page 12:"", ""text"": ""Thus, for example, in the line of Quarte, the direct thrust is parried by dropping the point under the adversary's blade and circling upwards, throwing off the attack in the opposite line (that of Tierce), and upon the direct thrust in the line of Tierce, by a similar action throwing off the attack in the opposite line (that of Quarte)."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:69481b6248abc351dd0cea2b:1:sense,"A set of positions in a team which play in a similar position on the field; in a traditional team, consisting of three players and acting as one of six such sets in the team.",,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:7ab9bebc82548bc4,130,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:b70ca91b92165d231c761f98:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | One of the straight horizontal and parallel prolonged strokes on and between which the notes are placed.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:f566ae0dfed7155248e89ef7:1:sense,"The wire connecting one telegraphic station with another, a telephone or internet cable between two points: a telephone or network connection.",,"{""bold_text_offsets"": [[32, 36]], ""text"": ""I tried to make a call, but the line was dead."", ""type"": ""example""} | {""bold_text_offsets"": [[12, 16], [28, 32]], ""text"": ""a dedicated line;  a shared line"", ""type"": ""example""} | {""bold_text_offsets"": [[21, 25]], ""text"": ""Please speak up, the line is very faint."", ""type"": ""example""} | {""bold_text_offsets"": [[4, 8]], ""ref"": ""1954, Ian Fleming, “Nigger Heaven”, in Live and Let Die, London: Pan Books, published 1957, page 45:"", ""text"": ""The line went dead. His eyes bright, The Whisper took up a fistful of plugs and started talking to the town."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:8f5b5a81ae11a774,131,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:032653f8f1107678fc4633d1:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | An edge of a graph.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:9bb7dd804964cd3ff6c0d4aa:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | The goal line.",,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""2011 October 1, Clive Lindsay, “Kilmarnock 1-2 St Johnstone”, in BBC Sport:"", ""text"": ""St Johnstone's Liam Craig had to clear off the line before Steven Anderson sent a looping header into his own net for the equaliser on 36 minutes."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:93e60a98b1399c8c,132,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:14678ac8b39456b714d67022:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One twelfth of an inch.",,"{""bold_text_offsets"": [[53, 57], [63, 67], [82, 86]], ""ref"": ""1883, Alfred Swaine Taylor, Thomas Stevenson, The principles and practice of medical jurisprudence:"", ""text"": ""The cut is measured in thickness from a quarter of a line to a line and a half (a line is one-twelfth of an inch)."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:2768d7d7b69766d20723961c:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One sixteenth of an inch.",,,MERGE,Same learner meaning: historical unit 'line'; numeric magnitude varies by system/context.
line:noun:99cc3599809d:946e2bc95271597d,133,line,noun,,"WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:queue, especially for waiting']:13fff91554954bc90b2f878b:1:sense","A more-or-less straight sequence of people, objects, etc., either arranged as a queue or column and often waiting to be processed or dealt with, or arranged abreast of one another in a row (and contrasted with a column), as in a military formation. | Ellipsis of line of battle.",abbreviation;alt-of;ellipsis,,"WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:['en:queue, especially for waiting']:bd30ff0a7dce590b6bd955ed:1:sense","A more-or-less straight sequence of people, objects, etc., either arranged as a queue or column and often waiting to be processed or dealt with, or arranged abreast of one another in a row (and contrasted with a column), as in a military formation.",,"{""bold_text_offsets"": [[7, 11]], ""tags"": [""collocation""], ""text"": ""get in line"", ""type"": ""example""} | {""bold_text_offsets"": [[4, 8]], ""text"": ""The line forms on the right."", ""type"": ""example""} | {""bold_text_offsets"": [[11, 15]], ""text"": ""There is a line of houses."", ""type"": ""example""} | {""bold_text_offsets"": [[93, 97]], ""ref"": ""1817, Percy Shelley, The Revolt of Islam:"", ""text"": ""A band of brothers gathering round me, made, / Although unarmed, a steadfast front[…]now the line / Of war extended, to our rallying cry / As myriads flocked in love and brotherhood to die."", ""type"": ""quotation""}",MERGE,Same learner concept: a row/formation; 'line of battle' is a military contextual application.
line:noun:99cc3599809d:9a1963a87a7ae920,134,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:032653f8f1107678fc4633d1:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | An edge of a graph.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:4be2ab06dc0c1c580264f583:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | The equator.",,,KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:a255f4c9cce06842,135,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:0edf63ac51c38a8f8fc1894c:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight.",,"{""bold_text_offsets"": [[32, 36]], ""text"": ""The arrow descended in a curved line."", ""type"": ""example""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:9bb7dd804964cd3ff6c0d4aa:1:sense,"A path through two or more points (compare ‘segment’); a continuous mark, including as made by a pen; any path, curved or straight. | The goal line.",,"{""bold_text_offsets"": [[47, 51]], ""ref"": ""2011 October 1, Clive Lindsay, “Kilmarnock 1-2 St Johnstone”, in BBC Sport:"", ""text"": ""St Johnstone's Liam Craig had to clear off the line before Steven Anderson sent a looping header into his own net for the equaliser on 36 minutes."", ""type"": ""quotation""}",MERGE,Same learner meaning: a marked line/path; goal line is a contextual application.
line:noun:99cc3599809d:b90f52ed0d43afde,136,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:2768d7d7b69766d20723961c:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One sixteenth of an inch.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:6abd5ac6d246117667e05da8:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One fortieth of an inch.",,"{""bold_text_offsets"": [[75, 79], [172, 176], [180, 184], [242, 246]], ""ref"": ""1922, “Statement of James Turner, Representing Universal Button Fastening Co., Detriot, Mich.”, in Hearings Before the Committee on Finance, United States Senate, page 5337:"", ""text"": ""In case any of the committee do not understand what is meant by a rate per line, I may say that buttons, being very small, are not measured by the foot or inch, but by the line, a line being one-fortieth of an inch. For example, that is a 27-line button[…]."", ""type"": ""quotation""}",MERGE,Same learner meaning: historical unit 'line'; numeric magnitude varies by system/context.
line:noun:99cc3599809d:b99d3e3e7d6f1720,137,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:14678ac8b39456b714d67022:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One twelfth of an inch.",,"{""bold_text_offsets"": [[53, 57], [63, 67], [82, 86]], ""ref"": ""1883, Alfred Swaine Taylor, Thomas Stevenson, The principles and practice of medical jurisprudence:"", ""text"": ""The cut is measured in thickness from a quarter of a line to a line and a half (a line is one-twelfth of an inch)."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:9c06c6c5b1ba882843d4aa70:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude",,"{""ref"": ""1847, Sir Erasmus Wilson, On Diseases of the Skin. Second edition:"", ""text"": ""Withof estimates that the hair of the beard grows one line (French) in the course of a week, let us call it one line and a half (Engish); this would amount to six inches and a half yearly..."", ""type"": ""quotation""}",MERGE,Same learner meaning: historical unit 'line'; the specific magnitude is one contextual value.
line:noun:99cc3599809d:c638f4772e5abab5,138,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:69481b6248abc351dd0cea2b:1:sense,"A set of positions in a team which play in a similar position on the field; in a traditional team, consisting of three players and acting as one of six such sets in the team.",,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:d1a66372d3dd0f8a0000041b:1:sense,"That which was measured by a line, such as a field or any piece of land set apart; hence, allotted place of abode.",,"{""bold_text_offsets"": [[4, 9]], ""ref"": ""1611, The Holy Bible, […] (King James Version), London: […] Robert Barker, […], →OCLC, Psalms 16:6:"", ""text"": ""The lines are fallen unto me in pleasant places; yea, I have a goodly heritage."", ""type"": ""quotation""}",KEEP SEPARATE,Distinct learner use; preserve as separate meaning.
line:noun:99cc3599809d:cda4cfb64d2437aa,139,line,noun,,WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:6abd5ac6d246117667e05da8:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude: | One fortieth of an inch.",,"{""bold_text_offsets"": [[75, 79], [172, 176], [180, 184], [242, 246]], ""ref"": ""1922, “Statement of James Turner, Representing Universal Button Fastening Co., Detriot, Mich.”, in Hearings Before the Committee on Finance, United States Senate, page 5337:"", ""text"": ""In case any of the committee do not understand what is meant by a rate per line, I may say that buttons, being very small, are not measured by the foot or inch, but by the line, a line being one-fortieth of an inch. For example, that is a 27-line button[…]."", ""type"": ""quotation""}",WIK:wiktionary-20260901:m004.3-v1:en:d21fb3f162100e40053299d7:content:9c06c6c5b1ba882843d4aa70:1:sense,"Any of an ill-defined set of units of length, varying according to the country, discipline, industry, and date of application, commonly with no indication of the intended magnitude",,"{""ref"": ""1847, Sir Erasmus Wilson, On Diseases of the Skin. Second edition:"", ""text"": ""Withof estimates that the hair of the beard grows one line (French) in the course of a week, let us call it one line and a half (Engish); this would amount to six inches and a half yearly..."", ""type"": ""quotation""}",MERGE,Same learner meaning: historical unit 'line'; the specific magnitude is one contextual value.
